Year,Quarter,Month,Day,SmartStart ECD - FBProphet,SmartStart ECD - SS Targets
2019,Qtr 1,March,24,171.9035410561437,
2019,Qtr 1,March,25,169.1564440143073,
2019,Qtr 1,March,26,170.223726387585,
2019,Qtr 1,March,27,168.99413223533,
2019,Qtr 1,March,28,169.9281823400902,
2019,Qtr 1,March,29,169.4213842441453,
2019,Qtr 1,March,31,167.5558846550744,
2019,Qtr 2,April,1,164.7352622710919,
2019,Qtr 2,April,2,165.8469914612546,
2019,Qtr 2,April,3,164.7663717202073,
2019,Qtr 2,April,4,165.9373098328655,
2019,Qtr 2,April,5,165.7360830397446,
2019,Qtr 2,April,6,165.4704567980158,
2019,Qtr 2,April,7,164.6016163877819,
2019,Qtr 2,April,8,162.160860437477,
2019,Qtr 2,April,9,163.6314151229008,
2019,Qtr 2,April,10,162.8665685449847,
2019,Qtr 2,April,11,164.2898196591783,
2019,Qtr 2,April,12,164.2592912406966,
2019,Qtr 2,April,14,163.1634062614065,
2019,Qtr 2,April,15,161.6084652661622,
2019,Qtr 2,April,16,163.8432766186652,
2019,Qtr 2,April,17,163.7209280459142,
2019,Qtr 2,April,18,165.6688574663094,
2019,Qtr 2,April,20,166.178028246319,
2019,Qtr 2,April,22,163.0838470815928,
2019,Qtr 2,April,23,164.4055069499784,
2019,Qtr 2,April,24,163.3483532646571,
2019,Qtr 2,April,25,164.363368615627,
2019,Qtr 2,April,28,161.6520607148963,
2019,Qtr 2,April,29,158.5352573780536,
2019,Qtr 2,April,30,159.2753735458069,
2019,Qtr 2,May,1,157.7633819326787,
2019,Qtr 2,May,2,158.4622856248013,
2019,Qtr 2,May,3,157.7703245969153,
2019,Qtr 2,May,4,157.0194420832734,
2019,Qtr 2,May,5,155.6964902772698,
2019,Qtr 2,May,6,152.8591459632659,
2019,Qtr 2,May,7,154.0169189745461,
2019,Qtr 2,May,8,153.0484779893714,
2019,Qtr 2,May,9,154.4010131434576,
2019,Qtr 2,May,10,154.4539093758945,
2019,Qtr 2,May,11,154.5177724441403,
2019,Qtr 2,May,12,154.0562702154573,
2019,Qtr 2,May,13,152.102740640539,
2019,Qtr 2,May,14,154.1419283524402,
2019,Qtr 2,May,15,154.0280523278253,
2019,Qtr 2,May,16,156.1849015554512,
2019,Qtr 2,May,17,156.9702103152308,
2019,Qtr 2,May,19,157.7476652998386,
2019,Qtr 2,May,20,156.2077331519412,
2019,Qtr 2,May,21,158.5313168005573,
2019,Qtr 2,May,22,158.5677800489382,
2019,Qtr 2,May,23,160.7403055234915,
2019,Qtr 2,May,25,161.8768420735163,
2019,Qtr 2,May,27,159.6126574347898,
2019,Qtr 2,May,28,161.4116327682251,
2019,Qtr 2,May,29,160.8660399677688,
2019,Qtr 2,May,30,162.42155706427,
2019,Qtr 2,May,31,162.4631601626066,
2019,Qtr 2,June,1,162.3139266297937,
2019,Qtr 2,June,3,158.948750193076,
2019,Qtr 2,June,4,160.3053006876269,
2019,Qtr 2,June,5,159.4139978506759,
2019,Qtr 2,June,6,160.7352003355908,
2019,Qtr 2,June,7,160.6648826078986,
2019,Qtr 2,June,9,159.8248148837159,
2019,Qtr 2,June,10,157.5963176666554,
2019,Qtr 2,June,11,159.3555275513527,
2019,Qtr 2,June,12,158.9795022323669,
2019,Qtr 2,June,13,160.9136194270193,
2019,Qtr 2,June,14,161.5351287164172,
2019,Qtr 2,June,16,162.224956633807,
2019,Qtr 2,June,18,163.3076010327312,
2019,Qtr 2,June,20,166.2179226235324,
2019,Qtr 2,June,21,167.3725592256807,
2019,Qtr 2,June,22,170.1442601253629,
2019,Qtr 2,June,23,172.2218214238616,
2019,Qtr 2,June,24,172.6166657789252,
2019,Qtr 2,June,25,176.7949216448058,
2019,Qtr 2,June,29,186.5545552895612,
2019,Qtr 2,June,30,187.5782686411173,
2019,Qtr 3,July,1,186.7533746105801,
2019,Qtr 3,July,2,189.5655233055866,
2019,Qtr 3,July,3,189.8774785597709,
2019,Qtr 3,July,5,192.7003040471846,
2019,Qtr 3,July,6,192.9118751334408,
2019,Qtr 3,July,8,189.7592576354097,
2019,Qtr 3,July,9,190.9714645922816,
2019,Qtr 3,July,10,189.7747794122471,
2019,Qtr 3,July,11,190.6367058784489,
2019,Qtr 3,July,12,189.9624197282386,
2019,Qtr 3,July,13,189.0930952913209,
2019,Qtr 3,July,14,187.5269113344305,
2019,Qtr 3,July,15,184.3347110985202,
2019,Qtr 3,July,16,185.040705468082,
2019,Qtr 3,July,17,183.5394513451115,
2019,Qtr 3,July,18,184.2948335841249,
2019,Qtr 3,July,21,181.9430780377836,
2019,Qtr 3,July,22,179.3037906173004,
2019,Qtr 3,July,23,180.6741122526324,
2019,Qtr 3,July,24,179.9212704800752,
2019,Qtr 3,July,25,181.4801733692332,
2019,Qtr 3,July,26,181.717525568812,
2019,Qtr 3,July,28,181.5730408193688,
2019,Qtr 3,July,29,179.6648554179262,
2019,Qtr 3,July,30,181.6815786033365,
2019,Qtr 3,July,31,181.4691661698154,
2019,Qtr 3,August,1,183.4450851140645,
2019,Qtr 3,August,2,183.9629171472039,
2019,Qtr 3,August,3,184.3121936427897,
2019,Qtr 3,August,4,183.9409007175672,
2019,Qtr 3,August,5,181.8725863525017,
2019,Qtr 3,August,6,183.5884169831905,
2019,Qtr 3,August,7,182.945376891273,
2019,Qtr 3,August,8,184.3763039036554,
2019,Qtr 3,August,10,183.8905526279432,
2019,Qtr 3,August,11,182.7590010449583,
2019,Qtr 3,August,12,179.9098362150145,
2019,Qtr 3,August,13,180.8521676569788,
2019,Qtr 3,August,14,179.4710962909975,
2019,Qtr 3,August,15,180.2269041819198,
2019,Qtr 3,August,16,179.5183551817983,
2019,Qtr 3,August,17,178.6811590939418,
2019,Qtr 3,August,18,177.2090782731098,
2019,Qtr 3,August,19,174.1696495235065,
2019,Qtr 3,August,20,175.0849092151788,
2019,Qtr 3,August,21,173.8483537957878,
2019,Qtr 3,August,22,174.9238652716772,
2019,Qtr 3,August,23,174.7088878210538,
2019,Qtr 3,August,26,171.7985188386164,
2019,Qtr 3,August,27,173.7948764371497,
2019,Qtr 3,August,28,173.7384419182389,
2019,Qtr 3,August,29,176.067409034408,
2019,Qtr 3,August,30,177.151438380792,
2019,Qtr 3,September,1,178.9390903933661,
2019,Qtr 3,September,2,178.118831565081,
2019,Qtr 3,September,3,181.3047005089294,
2019,Qtr 3,September,4,182.3411906506845,
2019,Qtr 3,September,5,185.6430321731981,
2019,Qtr 3,September,9,190.042909526224,
2019,Qtr 3,September,10,193.3821561263937,
2019,Qtr 3,September,11,194.3957226212961,
2019,Qtr 3,September,12,197.5052127181064,
2019,Qtr 3,September,13,199.0714607873286,
2019,Qtr 3,September,14,200.3939729876788,
2019,Qtr 3,September,16,199.7258998779857,
2019,Qtr 3,September,17,202.2690190840675,
2019,Qtr 3,September,18,202.4348629679361,
2019,Qtr 3,September,19,204.6717082673309,
2019,Qtr 3,September,20,205.3670668201695,
2019,Qtr 3,September,21,205.8463361477461,
2019,Qtr 3,September,23,203.6698398567783,
2019,Qtr 3,September,24,205.5890667958973,
2019,Qtr 3,September,25,205.240063099048,
2019,Qtr 3,September,26,207.0830026981926,
2019,Qtr 3,September,27,207.513111919165,
2019,Qtr 3,September,29,207.6045562059192,
2019,Qtr 3,September,30,205.8035427067127,
2019,Qtr 4,October,1,207.9620000633006,
2019,Qtr 4,October,2,207.954953380473,
2019,Qtr 4,October,3,210.2259776295232,
2019,Qtr 4,October,6,212.3451728546918,
2019,Qtr 4,October,7,211.1056785810382,
2019,Qtr 4,October,8,213.8011363678496,
2019,Qtr 4,October,9,214.2840087509179,
2019,Qtr 4,October,10,216.9769045298226,
2019,Qtr 4,October,11,218.2370089631952,
2019,Qtr 4,October,12,219.3558006454708,
2019,Qtr 4,October,13,219.7814960469936,
2019,Qtr 4,October,14,218.5361541102434,
2019,Qtr 4,October,15,221.0977870275493,
2019,Qtr 4,October,16,221.3186675028905,
2019,Qtr 4,October,17,223.6255213683812,
2019,Qtr 4,October,18,224.3838534010807,
2019,Qtr 4,October,19,224.8974275414227,
2019,Qtr 4,October,20,224.6303493640283,
2019,Qtr 4,October,21,222.6236938901064,
2019,Qtr 4,October,22,224.3770390780302,
2019,Qtr 4,October,23,223.7661126011907,
2019,Qtr 4,October,24,225.2422606730671,
2019,Qtr 4,October,25,225.1960086470049,
2019,Qtr 4,October,27,224.0090901222609,
2019,Qtr 4,October,28,221.4186477027425,
2019,Qtr 4,October,29,222.7029705749685,
2019,Qtr 4,October,30,221.7535216783497,
2019,Qtr 4,October,31,223.0336274245341,
2019,Qtr 4,November,1,222.9416202103544,
2019,Qtr 4,November,2,221.1838406778137,
2019,Qtr 4,November,3,218.871981946173,
2019,Qtr 4,November,4,215.0627473171258,
2019,Qtr 4,November,5,215.2642078808447,
2019,Qtr 4,November,6,213.3530860918802,
2019,Qtr 4,November,7,213.7740870358296,
2019,Qtr 4,November,8,212.9035532559758,
2019,Qtr 4,November,10,210.6684025445367,
2019,Qtr 4,November,11,207.7919652616379,
2019,Qtr 4,November,12,208.8987731320757,
2019,Qtr 4,November,13,207.8374903505083,
2019,Qtr 4,November,14,209.026025608958,
2019,Qtr 4,November,15,208.8160073745112,
2019,Qtr 4,November,17,207.4969289748925,
2019,Qtr 4,November,18,204.843565232098,
2019,Qtr 4,November,19,206.0025489747789,
2019,Qtr 4,November,20,204.8180045565091,
2019,Qtr 4,November,21,205.7085133973816,
2019,Qtr 4,November,22,205.0316612216057,
2019,Qtr 4,November,23,204.083751097219,
2019,Qtr 4,November,25,198.782027582994,
2019,Qtr 4,November,26,198.9583762851274,
2019,Qtr 4,November,27,196.7236221378629,
2019,Qtr 4,November,28,196.5274205455729,
2019,Qtr 4,November,29,194.7603655938325,
2019,Qtr 4,November,30,192.7528300467681,
2019,Qtr 4,December,5,181.5092514123992,
2019,Qtr 4,December,9,171.0703085452047,
2019,Qtr 4,December,10,171.2129275361881,
2019,Qtr 4,December,11,169.343105652954,
2019,Qtr 4,December,12,169.9261794623635,
2019,Qtr 4,December,16,166.2040633930318,
2019,Qtr 4,December,17,168.3725246293169,
2019,Qtr 4,December,24,179.9331515576815,
2019,Qtr 4,December,28,192.0558161716236,
2020,Qtr 1,January,1,202.2866631606753,
2020,Qtr 1,January,2,206.909108973996,
2020,Qtr 1,January,3,210.0853906344046,
2020,Qtr 1,January,4,213.122481292307,
2020,Qtr 1,January,5,215.4881968005067,
2020,Qtr 1,January,6,216.2274752043756,
2020,Qtr 1,January,7,220.8435548084142,
2020,Qtr 1,January,8,223.2152708503376,
2020,Qtr 1,January,9,227.7961916813614,
2020,Qtr 1,January,10,230.9778756569793,
2020,Qtr 1,January,11,234.088303620575,
2020,Qtr 1,January,12,236.6129678182677,
2020,Qtr 1,January,13,237.6105916350801,
2020,Qtr 1,January,14,242.5938691591234,
2020,Qtr 1,January,15,245.4464573607679,
2020,Qtr 1,January,16,250.6219505732493,
2020,Qtr 1,January,17,254.5071230475396,
2020,Qtr 1,January,18,258.4204946847911,
2020,Qtr 1,January,19,261.8336966577359,
2020,Qtr 1,January,20,263.7876029621387,
2020,Qtr 1,January,21,269.77360458487,
2020,Qtr 1,January,22,273.6512431490266,
2020,Qtr 1,January,23,279.1837526423064,
2020,Qtr 1,January,24,283.3945834637794,
2020,Qtr 1,January,25,287.5743201308085,
2020,Qtr 1,January,26,291.1670647370805,
2020,Qtr 1,January,27,293.187416780096,
2020,Qtr 1,January,28,299.1025629650997,
2020,Qtr 1,January,29,302.7506697104515,
2020,Qtr 1,January,30,308.5412665142267,
2020,Qtr 1,January,31,312.8198641809107,
2020,Qtr 1,February,1,316.8678222160122,
2020,Qtr 1,February,2,320.1249034760006,
2020,Qtr 1,February,3,321.6064467937067,
2020,Qtr 1,February,4,326.7855032772842,
2020,Qtr 1,February,5,329.5111273929035,
2020,Qtr 1,February,6,334.2085136927171,
2020,Qtr 1,February,7,337.2432301234355,
2020,Qtr 1,February,8,339.9205731869257,
2020,Qtr 1,February,9,341.7074977073891,
2020,Qtr 1,February,10,341.6490698629303,
2020,Qtr 1,February,11,345.2498098617767,
2020,Qtr 1,February,12,346.3911381919962,
2020,Qtr 1,February,13,349.530640594542,
2020,Qtr 1,February,14,351.0654277417455,
2020,Qtr 1,February,15,352.3306399675132,
2020,Qtr 1,February,16,352.8205741754107,
2020,Qtr 1,February,17,351.6044045424441,
2020,Qtr 1,February,18,354.2068842803451,
2020,Qtr 1,February,19,354.5252605825361,
2020,Qtr 1,February,20,357.0281328982066,
2020,Qtr 1,February,21,358.1185418704999,
2020,Qtr 1,February,22,359.1323466792632,
2020,Qtr 1,February,23,359.5593711438937,
2020,Qtr 1,February,24,358.4592891821543,
2020,Qtr 1,February,25,361.3426316563688,
2020,Qtr 1,February,26,362.0881374592263,
2020,Qtr 1,February,27,365.1421659403677,
2020,Qtr 1,February,28,366.8824415982813,
2020,Qtr 1,February,29,368.6171694816826,
2020,Qtr 1,March,1,369.8069800479327,
2020,Qtr 1,March,2,369.4816507933087,
2020,Qtr 1,March,3,373.1219624177958,
2020,Qtr 1,March,4,374.5778878322567,
2020,Qtr 1,March,5,378.268807009065,
2020,Qtr 1,March,6,380.5479956466598,
2020,Qtr 1,March,7,382.7024049531288,
2020,Qtr 1,March,8,384.1751725837564,
2020,Qtr 1,March,9,383.982796300694,
2020,Qtr 1,March,10,387.5973157863236,
2020,Qtr 1,March,11,388.8646923515038,
2020,Qtr 1,March,12,392.2050749727571,
2020,Qtr 1,March,13,393.977200180074,
2020,Qtr 1,March,15,396.1644929971602,
2020,Qtr 1,March,16,395.0710193141044,
2020,Qtr 1,March,17,397.6903167094757,
2020,Qtr 1,March,18,397.8915082904369,
2020,Qtr 1,March,19,400.1195925764359,
2020,Qtr 1,March,20,400.7658709664347,
2020,Qtr 1,March,22,400.7434392634423,
2020,Qtr 1,March,23,398.6152217077291,
2020,Qtr 1,March,24,400.2762433940944,
2020,Qtr 1,March,25,399.6146583100317,
2020,Qtr 1,March,26,401.0912151118879,
2020,Qtr 1,March,27,401.102451105113,
2020,Qtr 1,March,28,400.9791386288958,
2020,Qtr 1,March,30,397.8449107428938,
2020,Qtr 2,April,1,398.755724335499,
2020,Qtr 2,April,2,400.3565661852127,
2020,Qtr 2,April,3,400.5844226776532,
2020,Qtr 2,April,4,400.7514335013272,
2020,Qtr 2,April,6,398.3343592844681,
2020,Qtr 2,April,8,399.9929354621533,
2020,Qtr 2,April,9,401.9223010080487,
2020,Qtr 2,April,10,402.4201360430651,
2020,Qtr 2,April,11,402.7798051296121,
2020,Qtr 2,April,12,402.4506321391854,
2020,Qtr 2,April,13,400.4549724262167,
2020,Qtr 2,April,15,401.7476023146009,
2020,Qtr 2,April,17,403.3246109821589,
2020,Qtr 2,April,18,403.0873792549784,
2020,Qtr 2,April,20,399.2790241635603,
2020,Qtr 2,April,21,400.239618105565,
2020,Qtr 2,April,22,398.8127306930576,
2020,Qtr 2,April,24,398.5225434253163,
2020,Qtr 2,April,30,390.2328463042044,
2020,Qtr 2,May,1,388.9586456921688,
2020,Qtr 2,May,2,387.5991743701556,
2020,Qtr 2,May,4,382.1522952539719,
2020,Qtr 2,May,5,382.6384985414028,
2020,Qtr 2,May,9,380.3608022709573,
2020,Qtr 2,May,10,379.2045404160981,
2020,Qtr 2,May,11,376.5653320024704,
2020,Qtr 2,May,13,377.1627070630119,
2020,Qtr 2,May,14,378.6841749723629,
2020,Qtr 2,May,18,376.4057831954892,
2020,Qtr 2,May,19,378.2171803518933,
2020,Qtr 2,May,20,377.7651263260809,
2020,Qtr 2,May,21,379.4706716515535,
2020,Qtr 2,May,22,379.6923914490964,
2020,Qtr 2,May,27,377.054504017514,
2020,Qtr 2,May,28,378.1903050999928,
2020,Qtr 2,May,30,377.2074357345673,
2020,Qtr 2,May,31,375.8869971605317,
2020,Qtr 2,June,1,372.8954219273901,
2020,Qtr 2,June,5,372.4343628548646,
2020,Qtr 2,June,6,371.6968925046312,
2020,Qtr 2,June,8,367.4858279093932,
2020,Qtr 2,June,11,368.7849994643893,
2020,Qtr 2,June,12,368.7230438071796,
2020,Qtr 2,June,13,368.6596146901285,
2020,Qtr 2,June,14,368.0605771131499,
2020,Qtr 2,June,15,365.9607615743225,
2020,Qtr 2,June,16,367.8454670589726,
2020,Qtr 2,June,17,369.443974725003,
2020,Qtr 2,June,18,373.3025074536702,
2020,Qtr 2,June,19,375.7754327580992,
2020,Qtr 2,June,21,379.8647026427475,
2020,Qtr 2,June,22,379.9344262272087,
2020,Qtr 2,June,23,383.8246005332782,
2020,Qtr 2,June,25,388.9927339289488,
2020,Qtr 2,June,26,391.0300976278194,
2020,Qtr 2,June,29,392.7207478666687,
2020,Qtr 3,July,1,395.6484974108549,
2020,Qtr 3,July,5,397.5917517604996,
2020,Qtr 3,July,7,395.9978194317141,
2020,Qtr 3,July,9,395.2213945195003,
2020,Qtr 3,July,10,394.2732322814658,
2020,Qtr 3,July,11,393.0924957966855,
2020,Qtr 3,July,15,385.9242555849179,
2020,Qtr 3,July,16,386.1936057727075,
2020,Qtr 3,July,18,383.9458145434693,
2020,Qtr 3,July,19,382.2464544592251,
2020,Qtr 3,July,23,379.5321947867935,
2020,Qtr 3,July,24,379.2211213712769,
2020,Qtr 3,July,28,377.1865453013933,
2020,Qtr 3,July,31,378.244335986814,
2020,Qtr 3,August,2,377.5422762605189,
2020,Qtr 3,August,3,375.1687347312324,
2020,Qtr 3,August,4,376.5980264640492,
2020,Qtr 3,August,5,375.6829337467795,
2020,Qtr 3,August,6,376.8515853383,
2020,Qtr 3,August,7,376.4717249103161,
2020,Qtr 3,August,8,375.8501087410387,
2020,Qtr 3,August,9,374.4544843298027,
2020,Qtr 3,August,10,371.3300973947956,
2020,Qtr 3,August,11,371.9810923630624,
2020,Qtr 3,August,12,370.2880189691692,
2020,Qtr 3,August,13,370.7071587954274,
2020,Qtr 3,August,14,369.6339464492886,
2020,Qtr 3,August,15,368.4015345027504,
2020,Qtr 3,August,17,363.0020105166669,
2020,Qtr 3,August,18,363.4237940823684,
2020,Qtr 3,August,21,361.3847371523239,
2020,Qtr 3,August,24,356.6034673947842,
2020,Qtr 3,August,26,357.2415353759383,
2020,Qtr 3,August,29,359.8681200816453,
2020,Qtr 3,August,30,359.9028359529827,
2020,Qtr 3,August,31,358.4912689710514,
2020,Qtr 3,September,1,361.1118543487794,
2020,Qtr 3,September,2,361.612249101478,
2020,Qtr 3,September,3,364.409542328956,
2020,Qtr 3,September,6,367.9838780144034,
2020,Qtr 3,September,7,367.1230282906245,
2020,Qtr 3,September,8,370.1198730483175,
2020,Qtr 3,September,9,370.8182483527398,
2020,Qtr 3,September,10,373.6362289989455,
2020,Qtr 3,September,11,374.9305401098059,
2020,Qtr 3,September,12,375.9961245418719,
2020,Qtr 3,September,14,374.8395407353024,
2020,Qtr 3,September,15,377.1409658532169,
2020,Qtr 3,September,16,377.0602036633061,
2020,Qtr 3,September,20,379.0977234882217,
2020,Qtr 3,September,21,376.8425309989448,
2020,Qtr 3,September,22,378.4063417294494,
2020,Qtr 3,September,24,379.1140394188914,
2020,Qtr 3,September,28,375.9917361712248,
2020,Qtr 4,October,1,378.8848587714305,
2020,Qtr 4,October,2,379.2934790149465,
2020,Qtr 4,October,3,379.6674715204676,
2020,Qtr 4,October,4,379.4717766504668,
2020,Qtr 4,October,5,377.741071981032,
2020,Qtr 4,October,6,379.9614591411822,
2020,Qtr 4,October,7,379.9884887990409,
2020,Qtr 4,October,8,382.2472216070767,
2020,Qtr 4,October,9,383.0965773286321,
2020,Qtr 4,October,10,383.8289930195413,
2020,Qtr 4,October,11,383.892833085215,
2020,Qtr 4,October,12,382.3094847122307,
2020,Qtr 4,October,13,384.5554851388261,
2020,Qtr 4,October,14,384.4808706274906,
2020,Qtr 4,October,16,387.003142273888,
2020,Qtr 4,October,18,386.7448437617633,
2020,Qtr 4,October,19,384.4889410600396,
2020,Qtr 4,October,20,385.9888300315603,
2020,Qtr 4,October,21,385.1155342755482,
2020,Qtr 4,October,22,386.3158958301533,
2020,Qtr 4,October,23,385.9762788377564,
2020,Qtr 4,October,24,385.4214000251818,
2020,Qtr 4,October,25,384.135753589259,
2020,Qtr 4,October,26,381.1795936375456,
2020,Qtr 4,October,27,382.0698543008295,
2020,Qtr 4,October,28,380.6972340330755,
2020,Qtr 4,October,29,381.5251703223947,
2020,Qtr 4,October,30,380.9529900330967,
2020,Qtr 4,October,31,380.3142928538066,
2020,Qtr 4,November,1,379.0980497830083,
2020,Qtr 4,November,2,376.3643905990682,
2020,Qtr 4,November,3,377.6254673482418,
2020,Qtr 4,November,4,376.7626231812525,
2020,Qtr 4,November,5,378.2255913728403,
2020,Qtr 4,November,6,378.3960041755561,
2020,Qtr 4,November,7,378.5862593805019,
2020,Qtr 4,November,9,376.4546563045458,
2020,Qtr 4,November,10,378.6509414687947,
2020,Qtr 4,November,11,378.7029683586643,
2020,Qtr 4,November,12,381.032228400514,
2020,Qtr 4,November,14,382.8728625665593,
2020,Qtr 4,November,15,383.1135376975587,
2020,Qtr 4,November,17,384.1904991429083,
2020,Qtr 4,November,18,384.3380518410347,
2020,Qtr 4,November,19,386.5880525509253,
2020,Qtr 4,November,20,387.2943002829172,
2020,Qtr 4,November,21,387.748521229989,
2020,Qtr 4,November,23,385.2866073114202,
2020,Qtr 4,November,24,386.8886647219818,
2020,Qtr 4,November,26,387.2888916637791,
2020,Qtr 4,November,27,386.9449205272863,
2020,Qtr 4,November,30,381.8512337858663,
2020,Qtr 4,December,1,382.5594949018349,
2020,Qtr 4,December,2,380.974355176516,
2020,Qtr 4,December,3,381.5689730436271,
2020,Qtr 4,December,7,375.5298268403727,
2020,Qtr 4,December,8,376.6657624640361,
2020,Qtr 4,December,10,377.2603391878021,
2020,Qtr 4,December,14,377.0289661603671,
2020,Qtr 4,December,15,380.0496066305099,
2020,Qtr 4,December,16,381.1381463903859,
2020,Qtr 4,December,18,387.1979442796501,
2020,Qtr 4,December,28,419.9298314010814,
2021,Qtr 1,January,1,439.8133212696126,
2021,Qtr 1,January,2,444.1197814634316,
2021,Qtr 1,January,3,447.7554998421222,
2021,Qtr 1,January,4,449.7605093074534,
2021,Qtr 1,January,5,455.6334899952651,
2021,Qtr 1,January,6,459.2492097614511,
2021,Qtr 1,January,7,465.0577884738858,
2021,Qtr 1,January,8,469.4480635601465,
2021,Qtr 1,January,9,473.74610851863,
2021,Qtr 1,January,10,477.4363827286413,
2021,Qtr 1,January,11,479.5774851900577,
2021,Qtr 1,January,12,485.6829002349073,
2021,Qtr 1,January,13,489.6379678545476,
2021,Qtr 1,January,14,495.8988090107196,
2021,Qtr 1,January,15,500.8554931884939,
2021,Qtr 1,January,16,505.8305055389975,
2021,Qtr 1,January,17,510.2999932604135,
2021,Qtr 1,January,18,513.3097608008948,
2021,Qtr 1,January,19,520.356394613555,
2021,Qtr 1,January,20,525.3047387498862,
2021,Qtr 1,January,21,532.5874365947686,
2021,Qtr 1,January,22,538.5688076740845,
2021,Qtr 1,January,23,544.5440958355518,
2021,Qtr 1,January,24,549.9615453020522,
2021,Qtr 1,January,25,553.8392496127677,
2021,Qtr 1,January,26,561.6471289140579,
2021,Qtr 1,January,27,567.2252316614849,
2021,Qtr 1,January,28,574.9840515920464,
2021,Qtr 1,January,29,581.2691059507326,
2021,Qtr 1,January,30,587.3607904923499,
2021,Qtr 1,January,31,592.6969497526371,
2021,Qtr 1,February,1,596.290092897212,
2021,Qtr 1,February,2,603.6095996299038,
2021,Qtr 1,February,3,608.5001052857054,
2021,Qtr 1,February,4,615.3817532745719,
2021,Qtr 1,February,5,620.6145624858999,
2021,Qtr 1,February,6,625.4979310668405,
2021,Qtr 1,February,7,629.4927250515816,
2021,Qtr 1,February,8,631.6378959271615,
2021,Qtr 1,February,9,637.4319887845373,
2021,Qtr 1,February,10,640.7507502289942,
2021,Qtr 1,February,11,646.046546562081,
2021,Qtr 1,February,12,649.711863830729,
2021,Qtr 1,February,13,654.7368199919914,
2021,Qtr 1,February,14,658.9537432575332,
